1;581578.39;0.9996460;-0.0109579;9.00E-10;-1.95E-09;-3.30E-10;4511242.60;0.0110169;0.9995749;3.00E-11;1.61E-09;1.26E-09;Άβδηρα;40.45;1.15
2;763077.78;0.9999598;-0.0313506;2.02E-09;-3.16E-09;-1.09E-09;4126548.48;0.0313309;0.9999892;1.10E-10;-4.00E-10;5.48E-09;Αγαθονήσιον;37.15;3.15
3;190802.50;1.0000044;0.0383079;-4.34E-09;4.02E-09;-1.62E-09;4239284.01;-0.0382771;1.0000073;-1.30E-10;-7.10E-10;-8.63E-09;Αγ.Ειρήνη;38.15;-3.15
4;411462.95;0.9996459;0.0115743;-8.80E-10;1.18E-09;5.00E-10;4400321.30;-0.0115678;0.9996399;2.70E-10;9.80E-10;-3.23E-09;Αγιά;39.45;-0.45
5;673222.19;0.9997523;-0.0209967;2.19E-09;-2.90E-09;1.00E-10;4179714.24;0.0209118;0.9997518;1.02E-09;-2.60E-10;2.62E-09;Άγ.Κήρυκος;37.45;2.15
6;452995.99;0.9996179;0.0057364;-6.70E-10;1.05E-09;-5.80E-10;4178032.08;-0.0057042;0.9995993;-1.50E-10;-1.05E-09;-2.60E-10;Αγ.Μαρίνα;37.45;-0.15
7;154430.02;1.0000479;0.0451055;-4.38E-09;4.15E-09;-5.20E-10;4407601.56;-0.0451088;1.0000568;2.00E-10;-5.00E-11;-8.31E-09;Άγ.Ματθαίος;39.45;-3.45
8;407143.51;0.9997341;0.0106820;-9.90E-10;1.13E-09;-1.36E-09;4012007.25;-0.0106792;0.9997308;-1.40E-10;-1.24E-09;-2.74E-09;Αγ.Νικόλαος-Νότ.;36.15;-0.45
8;407739.43;0.9996729;0.0108029;-1.32E-09;1.11E-09;3.00E-11;4067468.46;-0.0107992;0.9996781;-7.00E-11;-8.00E-11;-2.57E-09;Αγ.Νικόλαος-Βόρ.;36.45;-0.45
9;633386.86;0.9997053;-0.0147522;7.50E-10;-1.10E-09;2.17E-09;3901598.13;0.0147539;0.9997007;-1.18E-09;8.40E-10;1.67E-09;Άγ.Νικόλαος-Κρήτης;35.15;1.45
10;712815.51;0.9998356;-0.0271599;3.16E-09;-2.22E-09;1.11E-09;4347222.47;0.0271762;0.9998004;-2.70E-10;3.20E-10;4.67E-09;Αγ.Παρασκευή;39.15;2.45
11;192937.33;0.9999933;0.0386889;-3.45E-09;3.56E-09;-1.97E-09;4294782.89;-0.0386633;0.9999962;-9.00E-11;-1.07E-09;-6.96E-09;Άγ.Πέτρος;38.45;-3.15
12;282959.49;0.9997940;0.0283062;-3.10E-09;2.77E-09;-4.50E-10;4402883.53;-0.0283143;0.9997862;5.00E-11;-2.80E-10;-5.52E-09;Αγιόφυλλον;39.45;-2.15
13;238247.86;0.9998835;0.0335501;-3.31E-09;3.19E-09;-4.00E-10;4348716.91;-0.0335556;0.9998845;0.00E+00;-2.40E-10;-6.24E-09;Άγναντα;39.15;-2.45
14;281396.41;0.9997997;0.0280371;-2.58E-09;3.11E-09;-4.60E-10;4347388.70;-0.0280371;0.9998068;2.30E-10;-5.60E-10;-5.84E-09;Άγραφα;39.15;-2.15
15;279848.93;0.9998078;0.0277117;-3.32E-09;2.59E-09;1.01E-09;4291897.77;-0.0277237;0.9998338;-1.01E-09;3.20E-10;-4.66E-09;Αγρίνιον;38.45;-2.15
16;190802.24;1.0000548;0.0382526;-3.74E-09;3.52E-09;1.70E-10;4239283.57;-0.0382625;1.0000599;3.90E-10;1.90E-10;-7.46E-09;Αθέρας;38.15;-3.15
17;453315.10;0.9996398;0.0057801;1.00E-10;4.40E-10;-2.30E-10;4233504.44;-0.0057867;0.9996432;1.50E-10;-3.00E-10;-7.60E-10;Αθήναι-Ελευσίς;38.15;-0.15
18;497040.38;0.9996289;0.0003712;-2.60E-10;3.40E-10;1.11E-09;4177897.35;-0.0003763;0.9996216;-1.50E-10;5.20E-10;-2.20E-10;Αθήναι-Κοροπίον;37.45;0.15
19;452996.01;0.9996362;0.0057472;-7.00E-11;-1.10E-10;-2.80E-10;4178032.26;-0.0057297;0.9996069;-5.00E-11;8.00E-10;-8.70E-10;Αθήναι-Πειραιεύς;37.45;-0.15
20;497146.35;0.9996218;0.0004028;-1.70E-10;2.60E-10;2.70E-10;4455299.91;-0.0003894;0.9996100;1.60E-10;1.30E-10;-2.70E-10;Άθως;40.15;0.15
21;675522.25;0.9997942;-0.0205583;2.58E-09;-2.00E-09;-1.63E-09;4068776.74;0.0205361;0.9997645;5.00E-11;9.00E-11;4.43E-09;Αιγιάλη;36.45;2.15
22;322071.49;0.9997509;0.0219907;-1.97E-09;1.74E-09;-9.40E-10;4235326.43;-0.0220079;0.9997428;7.10E-10;-5.50E-10;-4.46E-09;Αίγιον;38.15;-1.45
23;665993.22;0.9997130;-0.0224023;1.92E-09;-1.91E-09;-4.80E-10;4512651.80;0.0223990;0.9997040;2.70E-10;-4.00E-11;3.96E-09;Αίνος;40.45;2.15
24;664743.34;0.9996989;-0.0226246;2.20E-09;-2.03E-09;4.00E-11;4568156.21;0.0226223;0.9996950;-2.00E-11;-2.80E-10;4.16E-09;Αισύμη;41.15;2.15
25;540767.88;0.9990853;-0.0075251;-2.41E-09;-4.09E-08;-1.73E-08;4233517.62;0.0055838;1.0026717;3.52E-09;4.93E-08;1.79E-08;Άκρ.Παξιμάδι;38.15;0.45
26;370552.68;0.9997155;0.0175123;-1.08E-09;1.63E-09;2.04E-09;4511927.23;-0.0174755;0.9996979;-6.50E-10;5.60E-10;-1.65E-09;Αλεξάνδρεια;40.45;-1.15
27;665993.22;0.9997130;-0.0224023;1.92E-09;-1.91E-09;-4.80E-10;4512651.80;0.0223990;0.9997040;2.70E-10;-4.00E-11;3.96E-09;Αλεξανδρούπολις;40.45;2.15
28;279850.11;0.9998524;0.0276683;-3.91E-09;3.61E-09;-1.53E-09;4291896.14;-0.0276867;0.9998651;2.60E-10;-8.50E-10;-7.76E-09;Αλευράδα;38.45;-2.15
29;497061.31;0.9996101;0.0003644;5.10E-10;2.00E-10;2.40E-10;4233369.39;-0.0003656;0.9996466;-2.40E-10;-5.50E-10;-2.60E-10;Αλιβέριον;38.15;0.15
30;497101.84;0.9995705;0.0003652;-8.80E-10;-7.70E-10;-2.39E-09;4344325.14;-0.0004004;0.9995557;-2.20E-10;-1.73E-09;-1.42E-09;Αλόννησος;39.15;0.15
31;410824.53;0.9996479;0.0114383;-6.20E-10;9.50E-10;4.50E-10;4344835.32;-0.0114420;0.9996475;-6.50E-10;2.90E-10;-1.73E-09;Αλμυρός;39.15;-0.45
32;276805.78;0.9998655;0.0271118;-2.85E-09;2.73E-09;-4.80E-10;4180923.70;-0.0271094;0.9998676;2.30E-10;-1.80E-10;-5.62E-09;Αμαλιάς;37.45;-2.15
33;195095.61;0.9999789;0.0390932;-3.67E-09;3.61E-09;-6.00E-10;4350284.35;-0.0390904;0.9999804;2.10E-10;-4.80E-10;-7.37E-09;Αμμουδιά;39.15;-3.15
34;675522.25;0.9997942;-0.0205583;2.58E-09;-2.00E-09;-1.63E-09;4068776.74;0.0205361;0.9997645;5.00E-11;9.00E-11;4.43E-09;Αμοργός;36.45;2.15
35;322071.38;0.9997653;0.0220196;-1.92E-09;1.63E-09;-2.00E-10;4235326.09;-0.0219578;0.9998968;-8.70E-10;-2.76E-09;-4.92E-09;Αμυγδαλέα;38.15;-1.45
36;366746.52;0.9997048;0.0167687;-1.02E-09;2.21E-09;7.00E-10;4289963.81;-0.0167636;0.9996878;-3.70E-10;-4.00E-10;-2.90E-09;Αμφίκλεια;38.45;-1.15
37;236395.18;0.9999088;0.0331796;-3.30E-09;3.21E-09;-5.20E-10;4293221.14;-0.0331876;0.9999168;1.30E-10;0.00E+00;-6.47E-09;Αμφιλοχία;38.45;-2.45
38;366746.60;0.9996808;0.0167739;-6.10E-10;1.98E-09;-4.80E-10;4289963.70;-0.0167698;0.9996828;-9.00E-10;1.30E-10;-2.24E-09;Άμφισσα;38.45;-1.15
39;452679.92;0.9996280;0.0056605;7.00E-11;8.50E-10;4.50E-10;4122565.15;-0.0056570;0.9996206;-1.00E-11;1.60E-10;-1.55E-09;Ανατολ.Ύδρα;37.15;-0.15
40;585124.89;0.9996411;-0.0103188;1.16E-09;-9.60E-10;9.00E-11;4178339.97;0.0103221;0.9996385;7.00E-11;4.00E-11;2.11E-09;Άνδρος;37.45;1.15
41;243923.60;0.9998098;0.0346103;-3.28E-09;3.13E-09;-4.10E-10;4515225.18;-0.0345871;0.9998054;-3.70E-10;-3.30E-10;-5.93E-09;Ανταρτικόν;40.45;-2.45
42;451761.85;0.9996397;0.0054326;-2.20E-10;6.30E-10;6.00E-11;3956197.62;-0.0054298;0.9996287;-6.20E-10;-8.80E-10;-2.82E-09;Αντικύθηρα;35.45;-0.15
43;587903.12;0.9996239;-0.0096907;9.20E-10;-1.12E-09;1.60E-10;3901042.10;0.0096897;0.9996203;0.00E+00;-1.50E-10;1.95E-09;Αντισκάριον;35.15;1.15
44;633386.33;0.9997178;-0.0148060;9.60E-10;-1.75E-09;1.68E-09;3901598.47;0.0147836;0.9997164;-9.30E-10;8.60E-10;2.63E-09;Άνω-Βιάννος;35.15;1.45
45;587903.08;0.9996394;-0.0096683;1.10E-10;-7.70E-10;1.28E-09;3901042.00;0.0096726;0.9996644;-2.00E-11;-1.00E-11;9.90E-10;Ανώγεια;35.15;1.15
46;365822.16;0.9996358;0.0165630;2.80E-10;1.85E-09;2.40E-10;4234483.24;-0.0166185;0.9996973;7.20E-10;1.40E-10;-2.47E-09;Αράχωβα;38.15;-1.15
47;410824.95;0.9996282;0.0114542;5.20E-10;1.13E-09;9.60E-10;4344835.24;-0.0114073;0.9996532;-1.08E-09;7.80E-10;-2.20E-10;Αργαλαστή;39.15;-0.45
48;364905.91;0.9997295;0.0163542;-1.95E-09;3.60E-10;1.00E-10;4179006.55;-0.0163949;0.9996791;-3.00E-10;-1.36E-09;-3.06E-09;Άργος;37.45;-1.15
49;284539.37;0.9997625;0.0285910;-2.50E-09;2.71E-09;-2.50E-10;4458382.02;-0.0286009;0.9997829;4.70E-10;-2.80E-10;-5.43E-09;Άργος-Ορεστικόν;40.15;-2.15
50;190802.24;1.0000548;0.0382526;-3.74E-09;3.52E-09;1.70E-10;4239283.57;-0.0382625;1.0000599;3.90E-10;1.90E-10;-7.46E-09;Αργοστόλιον;38.15;-3.15
51;363106.91;0.9997337;0.0160302;-2.70E-09;1.92E-09;-7.30E-10;4068067.38;-0.0160286;0.9997373;2.30E-10;-3.40E-10;-4.17E-09;Αρεόπολις;36.45;-1.15
52;454626.92;0.9996202;0.0060327;-2.50E-10;4.40E-10;-3.00E-11;4455436.50;-0.0060317;0.9996166;6.00E-11;1.00E-10;-8.90E-10;Αρναία;40.15;-0.15
53;328344.58;0.9996969;0.0231864;-2.00E-09;2.00E-09;-3.50E-10;4512785.39;-0.0231862;0.9996920;1.20E-10;-2.40E-10;-4.20E-09;Άρνισσα;40.45;-1.45
54;238247.86;0.9998835;0.0335501;-3.31E-09;3.19E-09;-4.00E-10;4348716.91;-0.0335556;0.9998845;0.00E+00;-2.40E-10;-6.24E-09;Άρτα;39.15;-2.45
55;856398.54;1.0003470;-0.0409876;4.45E-09;-4.28E-09;-1.43E-09;4018803.45;0.0409873;1.0003529;5.10E-10;-3.70E-10;8.70E-09;Αρχάγγελος;36.15;4.15
56;236395.18;0.9999088;0.0331796;-3.30E-09;3.21E-09;-5.20E-10;4293221.14;-0.0331876;0.9999168;1.30E-10;0.00E+00;-6.47E-09;Αστακός;38.45;-2.45
57;364001.39;0.9997239;0.0162086;-1.95E-09;1.72E-09;-1.20E-10;4123535.02;-0.0162181;0.9997184;6.00E-11;-1.90E-10;-3.50E-09;Άστρος;37.15;-1.15
58;720162.69;0.9998441;-0.0257307;3.09E-09;-2.18E-09;-1.51E-09;4069798.96;0.0257285;0.9998960;1.50E-10;8.10E-10;4.67E-09;Αστυπάλαια;36.45;2.45
59;587913.00;0.9996036;-0.0091039;4.73E-09;7.83E-09;1.45E-09;3901034.50;0.0097679;0.9991670;1.31E-09;-6.59E-09;5.65E-09;Αχεντριάς;35.15;1.15
60;455303.29;0.9996127;0.0061435;-6.90E-10;1.10E-09;5.50E-10;4566431.19;-0.0061520;0.9996201;-1.10E-10;3.40E-10;-1.52E-09;Αχλαδοχώριον;41.15;-0.15
61;409569.23;0.9996647;0.0111731;-1.38E-09;1.26E-09;-2.00E-11;4233875.43;-0.0111649;0.9996583;9.00E-11;1.50E-10;-2.75E-09;Βάγια;38.15;-0.45
62;232749.25;1.0000795;0.0323747;-6.06E-09;6.37E-09;-3.00E-11;4182235.55;-0.0324976;1.0001254;2.84E-09;-1.83E-09;-1.21E-08;Βαρθολομιόν;37.45;-2.45
63;412106.94;0.9996474;0.0116691;-9.20E-10;1.08E-09;-5.00E-10;4455812.81;-0.0116719;0.9996520;3.00E-10;-3.70E-10;-2.15E-09;Βασιλικά;40.15;-0.45
64;199481.22;0.9999334;0.0399113;-3.51E-09;3.47E-09;-1.10E-10;4461296.81;-0.0399157;0.9999094;1.20E-10;-6.80E-10;-7.28E-09;Βασιλικόν;40.15;-3.15
65;496938.36;0.9996032;0.0003666;1.30E-10;2.40E-10;-8.50E-10;3900618.84;-0.0003713;0.9995887;5.90E-10;-9.00E-11;9.00E-11;Βατόλακκος;35.15;0.15
66;327063.85;0.9997106;0.0229562;-2.16E-09;2.05E-09;-8.00E-11;4457285.55;-0.0229499;0.9997092;3.40E-10;9.00E-11;-4.22E-09;Βελβεντός;40.15;-1.45
67;367684.08;0.9996790;0.0169527;-1.71E-09;1.69E-09;-1.70E-10;4345447.64;-0.0169511;0.9996848;3.40E-10;-2.80E-10;-3.35E-09;Βελεστίνον;39.15;-1.15
68;328344.58;0.9996969;0.0231864;-2.00E-09;2.00E-09;-3.50E-10;4512785.39;-0.0231862;0.9996920;1.20E-10;-2.40E-10;-4.20E-09;Βέροια;40.45;-1.45
69;286135.29;0.9997525;0.0288945;-2.58E-09;2.63E-09;-5.00E-11;4513884.80;-0.0288922;0.9997499;2.70E-10;-2.00E-10;-5.14E-09;Βεύη;40.45;-2.15
70;329638.18;0.9996651;0.0234008;-1.46E-09;1.48E-09;-6.30E-10;4568288.43;-0.0234243;0.9996350;9.50E-10;-1.37E-09;-4.12E-09;Βιτολίστε;41.15;-1.45
71;188691.70;1.0000492;0.0377897;-3.16E-09;4.05E-09;1.18E-09;4183787.61;-0.0378103;1.0000914;-2.50E-10;-5.30E-10;-7.62E-09;Βολίμαι;37.45;-3.15
72;670867.36;0.9997462;-0.0214286;1.91E-09;-1.94E-09;3.40E-10;4290676.65;0.0214176;0.9997583;-5.00E-11;3.80E-10;3.68E-09;Βολισσός;38.45;2.15
73;410824.53;0.9996479;0.0114383;-6.20E-10;9.50E-10;4.50E-10;4344835.32;-0.0114420;0.9996475;-6.50E-10;2.90E-10;-1.73E-09;Βόλος;39.15;-0.45
74;236395.18;0.9999088;0.0331796;-3.30E-09;3.21E-09;-5.20E-10;4293221.14;-0.0331876;0.9999168;1.30E-10;0.00E+00;-6.47E-09;Βόνιτσα;38.45;-2.45
75;496938.36;0.9996032;0.0003666;1.30E-10;2.40E-10;-8.50E-10;3900618.84;-0.0003713;0.9995887;5.90E-10;-9.00E-11;9.00E-11;Βρύσαι;35.15;0.15
76;664743.34;0.9996989;-0.0226246;2.20E-09;-2.03E-09;4.00E-11;4568156.21;0.0226223;0.9996950;-2.00E-11;-2.80E-10;4.16E-09;Βυρσίνη;41.15;2.15
77;540767.88;0.9990853;-0.0075251;-2.41E-09;-4.09E-08;-1.73E-08;4233517.62;0.0055838;1.0026717;3.52E-09;4.93E-08;1.79E-08;Γαύριον-Βόρ.;38.15;0.45
77;585124.89;0.9996411;-0.0103188;1.16E-09;-9.60E-10;9.00E-11;4178339.97;0.0103221;0.9996385;7.00E-11;4.00E-11;2.11E-09;Γαύριον-Ανατολ.;37.45;1.15
78;856398.54;1.0003470;-0.0409876;4.45E-09;-4.28E-09;-1.43E-09;4018803.45;0.0409873;1.0003529;5.10E-10;-3.70E-10;8.70E-09;Γεννάδιον;36.15;4.15
79;363106.91;0.9997337;0.0160302;-2.70E-09;1.92E-09;-7.30E-10;4068067.38;-0.0160286;0.9997373;2.30E-10;-3.40E-10;-4.17E-09;Γερολιμήν;36.45;-1.15
80;370551.88;0.9996670;0.0174749;-2.54E-09;2.00E-09;-1.19E-09;4511926.58;-0.0174424;0.9996652;1.28E-09;4.00E-11;-4.26E-09;Γιαννιτσά;40.45;-1.15
81;364001.39;0.9997239;0.0162086;-1.95E-09;1.72E-09;-1.20E-10;4123535.02;-0.0162181;0.9997184;6.00E-11;-1.90E-10;-3.50E-09;Γκοριτσά;37.15;-1.15
82;368630.23;0.9996727;0.0171317;-1.43E-09;1.32E-09;-1.00E-11;4400936.37;-0.0171354;0.9996806;2.30E-10;-3.20E-10;-3.10E-09;Γόννοι;39.45;-1.15
83;276805.78;0.9998655;0.0271118;-2.85E-09;2.73E-09;-4.80E-10;4180923.70;-0.0271094;0.9998676;2.30E-10;-1.80E-10;-5.62E-09;Γούμερον;37.45;-2.15
84;242011.95;0.9998371;0.0342580;-3.26E-09;3.00E-09;-5.30E-10;4459719.05;-0.0342616;0.9998322;1.00E-10;-1.70E-10;-6.13E-09;Γράμος;40.15;-2.45
85;284538.99;0.9997706;0.0285791;-2.89E-09;2.33E-09;6.00E-11;4458382.39;-0.0286019;0.9997867;6.40E-10;2.90E-10;-5.56E-09;Γρεβενά;40.15;-2.15
86;363106.83;0.9997371;0.0209876;-1.82E-09;1.68E-09;-3.90E-10;4068066.63;-0.0160339;0.9997328;1.40E-10;-1.00E-11;-2.96E-09;Γύθειον;36.45;-1.15
87;320857.52;0.9997806;0.0217461;-2.19E-09;2.32E-09;-4.60E-10;4179847.36;-0.0217525;0.9997788;6.00E-11;-4.10E-10;-4.54E-09;Δάφνη;37.45;-1.45
88;197276.84;0.9999511;0.0395039;-3.63E-09;3.73E-09;-3.10E-10;4405788.91;-0.0395010;0.9999532;2.00E-10;-2.20E-10;-7.24E-09;Δελβινάκιον;39.45;-3.15
89;365821.41;0.9997280;0.0166074;-1.49E-09;2.09E-09;1.00E-09;4234482.96;-0.0165573;0.9997059;1.00E-11;-2.70E-10;-2.45E-09;Δερβένιον;38.15;-1.15
90;325796.38;0.9996989;0.0226771;-2.56E-09;3.39E-09;3.90E-10;4401790.18;-0.0227047;0.9997400;2.00E-10;-9.00E-10;-5.14E-09;Δεσκάτη;39.45;-1.45
91;586257.34;0.9996395;-0.0100876;9.50E-10;-7.30E-10;-4.70E-10;4067409.60;0.0100913;0.9996493;-5.90E-10;-1.40E-10;2.29E-09;Δεσποτικόν;36.45;1.15
92;320857.52;0.9997806;0.0217461;-2.19E-09;2.32E-09;-4.60E-10;4179847.36;-0.0217525;0.9997788;6.00E-11;-4.10E-10;-4.54E-09;Δημητσάνα;37.45;-1.45
93;706634.88;0.9997463;-0.0283854;2.35E-09;-2.48E-09;-2.60E-10;4569224.89;0.0283881;0.9997460;1.60E-10;2.00E-11;5.02E-09;Διδυμότειχον;41.15;2.45
94;197276.84;0.9999511;0.0395039;-3.63E-09;3.73E-09;-3.10E-10;4405788.91;-0.0395010;0.9999532;2.00E-10;-2.20E-10;-7.24E-09;Δολιανά;39.45;-3.15
95;367683.96;0.9996854;0.0169372;-9.10E-10;1.41E-09;-1.04E-09;4345448.14;-0.0169219;0.9997116;8.70E-10;-1.00E-10;-1.84E-09;Δομοκός;39.15;-1.15
96;497190.17;0.9996089;0.0004000;2.00E-11;1.10E-10;-8.00E-11;4566293.81;-0.0004027;0.9996091;1.50E-10;1.60E-10;-1.80E-10;Δράμα;41.15;0.15
97;630888.28;0.9996968;-0.0153116;1.63E-09;-1.56E-09;-3.00E-11;4067976.46;0.0153141;0.9996877;6.00E-11;2.50E-10;3.13E-09;Δυτικ.Ηράκλεια;36.45;1.45
98;328344.58;0.9996969;0.0231864;-2.00E-09;2.00E-09;-3.50E-10;4512785.39;-0.0231862;0.9996920;1.20E-10;-2.40E-10;-4.20E-09;Έδεσσα;40.45;-1.45
99;325796.29;0.9997039;0.0227110;-1.50E-09;1.96E-09;2.60E-10;4401790.36;-0.0227135;0.9997116;-7.40E-10;-2.00E-10;-3.14E-09;Ελασσών;39.45;-1.45
100;410192.92;0.9996655;0.0112982;-1.47E-09;1.17E-09;-1.00E-11;4289353.75;-0.0113001;0.9996726;2.70E-10;2.90E-10;-2.15E-09;Ελάτεια;38.45;-0.45
101;856398.54;1.0003470;-0.0409876;4.45E-09;-4.28E-09;-1.43E-09;4018803.45;0.0409873;1.0003529;5.10E-10;-3.70E-10;8.70E-09;Έμπωνας;36.15;4.15
102;587903.13;0.9996119;-0.0096913;2.30E-09;-1.29E-09;-7.90E-10;3901042.23;0.0097180;0.9996302;-4.20E-10;-1.20E-10;2.67E-09;Επάνω-Αρχάναι;35.15;1.15
103;412106.94;0.9996474;0.0116691;-9.20E-10;1.08E-09;-5.00E-10;4455812.81;-0.0116719;0.9996520;3.00E-10;-3.70E-10;-2.15E-09;Επανομή;40.15;-0.45
104;669670.67;0.9997204;-0.0216595;2.01E-09;-2.39E-09;-2.00E-11;4346168.76;0.0216577;0.9997199;1.00E-10;-1.40E-10;4.30E-09;Ερεσός;39.15;2.15
105;585694.53;0.9996293;-0.0102099;1.24E-09;-1.23E-09;-1.00E-10;4122872.55;0.0101990;0.9996365;-2.20E-10;0.00E+00;2.05E-09;Ερμούπολις;37.15;1.15
106;453315.02;0.9996023;0.0057615;-2.01E-09;2.70E-10;-6.00E-11;4233504.49;-0.0058290;0.9996627;-1.10E-09;5.10E-10;-2.36E-09;Ερυθραί;38.15;-0.15
107;371527.43;0.9996506;0.0176662;-9.90E-10;1.76E-09;-3.00E-11;4567428.49;-0.0176464;0.9996384;0.00E+00;-4.70E-10;-2.79E-09;Εύζωνοι;41.15;-1.15
108;278318.47;0.9998303;0.0274037;-1.81E-09;2.56E-09;1.10E-10;4236408.18;-0.0274162;0.9998543;6.00E-10;1.00E-11;-5.03E-09;Ευηνοχώριον;38.15;-2.15
109;367684.08;0.9996790;0.0169527;-1.71E-09;1.69E-09;-1.70E-10;4345447.64;-0.0169511;0.9996848;3.40E-10;-2.80E-10;-3.35E-09;Ευξεινούπολις;39.15;-1.15
110;234562.88;0.9999311;0.0328613;-2.95E-09;3.04E-09;-1.37E-09;4237728.47;-0.0328570;0.9999141;3.70E-10;1.60E-10;-5.81E-09;Εχινάδες;38.15;-2.45
111;580964.99;0.9996376;-0.0111061;9.80E-10;-8.10E-10;-6.00E-11;4566742.66;0.0111010;0.9996320;-1.20E-10;-2.00E-11;1.89E-09;Εχίνος;41.15;1.15
112;454963.16;0.9995952;0.0060915;-1.09E-09;9.00E-10;-6.30E-10;4510931.52;-0.0060980;0.9996184;1.90E-10;-3.30E-10;-1.53E-09;Ζαγκλιβέριον;40.45;-0.15
113;410824.42;0.9996643;0.0114359;-2.08E-09;8.70E-10;-3.20E-10;4344835.57;-0.0114467;0.9996184;6.30E-10;6.30E-10;-2.13E-09;Ζαγορά;39.15;-0.45
114;232751.70;0.9999545;0.0324714;-3.43E-09;3.33E-09;-4.10E-10;4182239.13;-0.0324714;0.9999518;1.50E-10;-1.80E-10;-6.94E-09;Ζάκυνθος;37.45;-2.45
115;587903.13;0.9996119;-0.0096913;2.30E-09;-1.29E-09;-7.90E-10;3901042.23;0.0097180;0.9996302;-4.20E-10;-1.20E-10;2.67E-09;Ηράκλειον;35.15;1.15
116;412758.03;0.9996334;0.0117896;-1.06E-09;1.05E-09;-2.00E-11;4511308.92;-0.0117829;0.9996386;1.40E-10;-1.40E-10;-2.04E-09;Θέρμη;40.45;-0.45
117;279848.21;0.9997972;0.0276783;-7.40E-10;1.96E-09;2.90E-09;4291896.68;-0.0276454;0.9998328;-2.20E-09;1.51E-09;-3.49E-09;Θέρμον;38.45;-2.15
118;412758.03;0.9996334;0.0117896;-1.06E-09;1.05E-09;-2.00E-11;4511308.92;-0.0117829;0.9996386;1.40E-10;-1.40E-10;-2.04E-09;Θεσσαλονίκη;40.45;-0.45
119;453315.10;0.9996398;0.0057801;1.00E-10;4.40E-10;-2.30E-10;4233504.44;-0.0057867;0.9996432;1.50E-10;-3.00E-10;-7.60E-10;Θήβαι;38.15;-0.15
120;580964.99;0.9996376;-0.0111061;9.80E-10;-8.10E-10;-6.00E-11;4566742.66;0.0111010;0.9996320;-1.20E-10;-2.00E-11;1.89E-09;Ίασμος;41.15;1.15
121;633386.86;0.9997053;-0.0147522;7.50E-10;-1.10E-09;2.17E-09;3901598.13;0.0147539;0.9997007;-1.18E-09;8.40E-10;1.67E-09;Ιεράπετρα;35.15;1.45
122;497146.35;0.9996218;0.0004028;-1.70E-10;2.60E-10;2.70E-10;4455299.91;-0.0003894;0.9996100;1.60E-10;1.30E-10;-2.70E-10;Ιερισσός;40.15;0.15
123;190802.24;1.0000548;0.0382526;-3.74E-09;3.52E-09;1.70E-10;4239283.57;-0.0382625;1.0000599;3.90E-10;1.90E-10;-7.46E-09;Ιθάκη;38.15;-3.15
124;630888.28;0.9996968;-0.0153116;1.63E-09;-1.56E-09;-3.00E-11;4067976.46;0.0153141;0.9996877;6.00E-11;2.50E-10;3.13E-09;Ίος;36.45;1.45
125;410194.52;0.9996332;0.0112338;-8.60E-10;2.67E-09;7.00E-11;4289353.04;-0.0112851;0.9996386;-7.70E-10;-1.70E-10;-1.35E-09;Ιστιαία;38.45;-0.45
126;365821.54;0.9997155;0.0165960;-2.33E-09;1.38E-09;-6.40E-10;4234482.93;-0.0165938;0.9997120;-6.30E-10;-5.00E-11;-4.01E-09;Ιτέα;38.15;-1.15
127;240119.93;0.9998629;0.0339001;-3.40E-09;3.18E-09;-4.90E-10;4404216.29;-0.0339085;0.9998642;3.50E-10;-2.50E-10;-6.58E-09;Ιωάννινα;39.45;-2.45
